airfoil     CLARK Y
2.0436	1.2995	0.7642	34.8938
2.1536	1.305	0.7734	34.3242
2.2636	1.3107	0.7827	33.723
2.3736	1.3166	0.792	33.0927
2.4835	1.3225	0.8014	32.4355
2.5935	1.3286	0.8108	31.7532
2.7242	1.3357	0.8219	30.912
2.943	1.3473	0.8402	29.4351
3.1626	1.3583	0.8578	27.8743
3.3822	1.3682	0.8744	26.3357
3.6018	1.3766	0.8897	24.9537
3.8214	1.383	0.9033	23.7116
4.041	1.387	0.915	22.5933
4.2605	1.3883	0.9244	21.5854
4.4801	1.3864	0.9312	20.6692
4.6997	1.3809	0.9351	19.8286
4.9193	1.3714	0.9358	19.0545
5.1389	1.3574	0.9329	18.3392
5.3585	1.3385	0.9261	17.6759
5.5781	1.3144	0.9152	17.0589
5.7977	1.2845	0.8997	16.4832
6.0173	1.2484	0.8794	15.9444
6.2368	1.2057	0.854	15.4384
6.4564	1.156	0.8231	14.9616
6.676	1.0988	0.7865	14.5106
6.8956	1.0338	0.7438	14.082
7.1152	0.9605	0.6946	13.6724
7.3348	0.8784	0.6387	13.2779
7.5544	0.7871	0.5758	12.8492
7.774	0.6863	0.5055	12.3086
7.9935	0.5761	0.4275	11.9231
8.2103	0.4575	0.3427	11.8839
8.4185	0.2298	0.1523	12.1503
8.475	0.0046	-0.0585	9.1393
