airfoil      CLARK Y
0.955	0.5902	0.3708	53.0365
0.995	0.5932	0.3745	52.4034
1.035	0.5961	0.3783	51.7733
1.075	0.599	0.3822	51.1453
1.115	0.6017	0.3862	50.5182
1.155	0.6043	0.3902	49.8913
1.1963	0.6069	0.3943	49.2431
1.2644	0.6109	0.4011	48.1728
1.3429	0.6149	0.4089	46.9298
1.4218	0.6183	0.4164	45.672
1.5006	0.621	0.4236	44.4012
1.5794	0.6228	0.4302	43.1155
1.6582	0.6238	0.4362	41.8136
1.737	0.6237	0.4415	40.5042
1.8158	0.6225	0.4458	39.2548
1.8947	0.62	      0.4491	38.0753
1.9735	0.6163	0.4513	36.9626
2.0523	0.6112	0.4521	35.9119
2.1311	0.6046	0.4515	34.9142
2.2099	0.5964	0.4494	33.9657
2.2887	0.5865	0.4455	33.0634
2.3676	0.5748	0.4398	32.2042
2.4464	0.5612	0.4321	31.3855
2.5252	0.5456	0.4223	30.6048
2.604	0.5279	0.4103	29.8594
2.6828	0.508	0.3959	29.1472
2.7617	0.4858	0.3791	28.4651
2.8405	0.4612	0.3595	27.7637
2.9193	0.434	0.3373	27.0161
2.9981	0.4042	0.3121	26.2235
3.0769	0.3717	0.2839	25.3867
3.1558	0.3364	0.2525	24.5062
3.2346	0.2981	0.2178	23.5816
3.3134	0.2568	0.1797	22.6115
3.38	     0.2194	0.1448	21.7537
3.42	     0.1917	0.1186	21.2202
3.4509	0.1559	0.0848	20.8013
3.479	0.0903	0.023	20.4154
3.5	     0.0073	-0.0554	19.1812
