airfoil       E 63       NACA4412       0.52
2.2081	1.2918	0.5921	40.8578
2.318	1.3151	0.5973	39.4862
2.4279	1.3358	0.6017	38.1899
2.5378	1.3539	0.6051	36.9641
2.6477	1.3695	0.6076	35.8043
2.7576	1.3828	0.6093	34.706
2.9075	1.3971	0.6103	33.2999
3.1271	1.4105	0.609	31.4139
3.3469	1.4155	0.6047	29.7107
3.5666	1.4126	0.5974	28.1681
3.7864	1.4024	0.5875	26.7665
4.0061	1.3854	0.575	25.4888
4.2259	1.3621	0.5601	24.3204
4.4456	1.3332	0.5431	23.2487
4.6653	1.2991	0.524	22.2628
4.8851	1.2604	0.5031	21.3534
5.1048	1.2177	0.4804	20.5122
5.3246	1.1715	0.4563	19.7323
5.5443	1.1223	0.4308	19.0074
5.7641	1.0707	0.4042	18.3321
5.9838	1.0173	0.3766	17.7016
6.2035	0.9626	0.3481	17.1118
6.4233	0.9071	0.319	16.559
6.643	0.8514	0.2895	16.0399
6.8628	0.796	0.2596	15.5515
7.0825	0.7416	0.2296	15.0913
7.3023	0.6885	0.1996	14.657
7.522	0.6375	0.1698	14.2465
7.7417	0.589	0.1404	13.858
7.9615	0.5436	0.1116	13.4896
8.1789	0.4973	0.0789	13.1437
8.3808	0.3286	-0.0767	12.8376
8.475	0.0222	-0.3726	12.727
