 airfoil     CLARK Y
1.5008	0.9214	0.4846	25.1416
1.5806	0.9348	0.4844	24.0723
1.6605	0.9466	0.484	23.0839
1.7404	0.957	0.4834	22.1677
1.8202	0.966	0.4826	21.3162
1.9001	0.9736	0.4817	20.5232
2.0097	0.9819	0.48	19.5196
2.168	0.9896	0.4769	18.2219
2.3266	0.9926	0.473	17.0752
2.4851	0.9909	0.4681	16.0584
2.6437	0.985	0.4623	15.1532
2.8022	0.9751	0.4555	14.3449
2.9608	0.9613	0.4477	13.6216
3.1193	0.944	0.4389	12.9734
3.2778	0.9233	0.4289	12.3925
3.4364	0.8996	0.4178	11.872
3.5949	0.873	0.4055	11.4037
3.7535	0.8438	0.392	10.9724
3.912	0.8122	0.3772	10.5724
4.0706	0.7785	0.3611	10.2001
4.2291	0.7429	0.3437	9.8523
4.3877	0.7057	0.3249	9.5262
4.5462	0.667	0.3047	9.2192
4.7048	0.6272	0.283	8.9292
4.8633	0.5864	0.2598	8.654
5.0219	0.5449	0.2351	8.3919
5.1804	0.5029	0.2088	8.1408
5.339	0.4607	0.1808	7.8823
5.4975	0.4188	0.1513	7.7385
5.6561	0.3772	0.12	7.8014
5.8098	0.3342	0.0847	8.1262
5.96	0.1659	-0.077	8.7599
6	0.0001	-0.2399	5.1556
