airfoil    E 63     NACA4412     0.67
1.2	     0.8895	0.4366	54.7587
1.28   	0.9155	0.4455	54.2013
1.36	     0.9404	0.4538	53.44
1.44	     0.9643	0.4613	52.4921
1.52	      0.9872	0.4682	51.3611
1.6	     1.0091	0.4744	50.0451
1.68  	1.03 	0.48	    48.6637
1.7602	1.05	     0.4849	 47.3359
1.8993	1.0807	0.4921	45.1591
2.0583	1.1096	0.498	42.8576
2.2173	1.1322	0.5017	40.7393
2.3764	1.1487	0.5033	38.7884
2.5354	1.1594	0.5027	36.9898
2.6944	1.1648	0.5002	35.3296
2.8535	1.165	0.4959	33.7949
3.0125	1.1603	0.4897	32.3738
3.1715	1.1512	0.4819	31.0559
3.3306	1.1378	0.4725	29.8314
3.4896	1.1205	0.4616	28.6919
3.6486	1.0996	0.4493	27.6296
3.8077	1.0754	0.4357	26.6376
3.9667	1.0482	0.4209	25.7096
4.1257	1.0184	0.405	24.8401
4.2848	0.9861	0.3881	24.0241
4.4438	0.9518	0.3703	23.2571
4.6028	0.9157	0.3516	22.5351
4.7619	0.8781	0.3323	21.8545
4.9209	0.8394	0.3123	21.2119
5.0799	0.7998	0.2918	20.6044
5.239	0.7596	0.2708	20.0293
5.398	0.7192	0.2496	19.4843
5.557	0.6789	0.228	18.967
5.716	0.6389	0.2064	18.4756
5.8751	0.5996	0.1846	18.0082
6.0341	0.5613	0.163	17.5631
6.1931	0.5242	0.1415	17.1389
6.3522	0.4888	0.1202	16.734
6.5112	0.4552	0.0992	16.3474
6.6702	0.4238	0.0787	15.9778
6.8225	0.3731	0.0374	15.6388
6.98	     0.0963	-0.2238	15.3027
7	0.0018	-0.3144	15.3028
