airfoil      CLARK Y
1.1631	0.704	0.3938	36.4607
1.2133	0.7076	0.3956	35.8492
1.2634	0.7107	0.3975	35.2438
1.3136	0.7135	0.3994	34.644
1.3637	0.7158	0.4013	34.0493
1.4139	0.7177	0.4031	33.4595
1.4847	0.7197	0.4057	32.6354
1.5837	0.7212	0.4092	31.4974
1.6834	0.721	0.4124	30.3678
1.7832	0.7191	0.4151	29.2549
1.8829	0.7156	0.4173	28.1517
1.9827	0.7103	0.4188	27.0446
2.0824	0.7034	0.4194	25.9627
2.1822	0.6947	0.4192	24.9589
2.2819	0.6841	0.4178	24.0262
2.3817	0.6718	0.4153	23.1574
2.4814	0.6576	0.4114	22.346
2.5812	0.6415	0.4061	21.5865
2.6809	0.6234	0.3992	20.8737
2.7807	0.6034	0.3906	20.2032
2.8804	0.5814	0.3802	19.5709
2.9802	0.5574	0.3678	18.9732
3.0799	0.5313	0.3533	18.4065
3.1797	0.5031	0.3367	17.8679
3.2794	0.4728	0.3177	17.3317
3.3792	0.4403	0.2963	16.7506
3.4789	0.4056	0.2723	16.1248
3.5787	0.3687	0.2456	15.4549
3.6784	0.3295	0.216	14.7403
3.7782	0.288	0.1835	13.9782
3.8726	0.2454	0.1488	13.2078
3.9603	0.1493	0.0606	12.4448
4	0.0001	-0.083	11.4734
