airfoil    E 63     NACA4412     0.67
0.9	     0.7075	0.2559	57.2498
0.94	     0.7147	0.2601	56.9579
0.98	     0.7212	0.2641	56.6176
1.02	       0.727	0.2677	56.2444
1.06	     0.7321	0.2711	55.8397
1.1	     0.7367	0.2741	55.4045
1.1402	0.7406	0.2768	54.9375
1.2006	0.7454	0.2803	54.1788
1.2795	0.7496	0.2839	53.0875
1.3591	0.7516	0.2864	51.8685
1.4387	0.7514	0.2879	50.5277
1.5184	0.7491	0.2882	49.065
1.598	0.7448	0.2876	47.6106
1.6777	0.7385	0.286	46.2206
1.7573	0.7305	0.2835	44.8923
1.8369	0.7206	0.2801	43.6231
1.9166	0.7092	0.2758	42.4103
1.9962	0.6961	0.2708	41.2511
2.0759	0.6815	0.2649	40.1431
2.1555	0.6655	0.2583	39.0837
2.2351	0.6482	0.251	38.0704
2.3148	0.6297	0.2431	37.1008
2.3944	0.61	     0.2345	36.1728
2.4741	0.5892	0.2254	35.2842
2.5537	0.5675	0.2157	34.4329
2.6333	0.5448	0.2055	33.6169
2.713	0.5213	0.1948	32.8345
2.7926	0.4972	0.1837	32.0838
2.8723	0.4723	0.1722	31.3633
2.9519	0.4469	0.1603	30.6713
3.0315	0.4211	0.1482	29.9974
3.1112	0.3949	0.1357	29.257
3.1908	0.3683	0.1231	28.4314
3.2705	0.3416	0.1102	27.5228
3.3494	0.3097	0.0926	26.5413
3.4152	0.2524	0.05	       25.6635
3.4826	0.087	-0.091	24.7089
3.5	     0.0001	-0.168	24.7091
