 airfoil     CLARK Y
1.6263	0.9987	0.525	23.6101
1.7065	1.0121	0.5248	22.666
1.7867	1.0241	0.5244	21.7896
1.8669	1.0347	0.5239	20.9741
1.9471	1.0441	0.5231	20.2133
2.0273	1.0521	0.5222	19.5021
2.1126	1.0593	0.5211	18.795
2.266	1.0688	0.5184	17.6368
2.4245	1.0741	0.5149	16.573
2.583	1.0751	0.5106	15.6244
2.7415	1.072	0.5055	14.7751
2.9	1.065	0.4994	14.0123
3.0585	1.0544	0.4925	13.3256
3.217	1.0402	0.4846	12.7064
3.3755	1.0227	0.4757	12.1477
3.534	1.0022	0.4658	11.6434
3.6925	0.9789	0.4549	11.1886
3.851	0.9528	0.4428	10.7781
4.0095	0.9243	0.4297	10.3993
4.168	0.8935	0.4154	10.0464
4.3265	0.8607	0.3999	9.7167
4.485	0.826	0.3832	9.4075
4.6435	0.7897	0.3653	9.1167
4.802	0.7519	0.346	8.8422
4.9605	0.7129	0.3255	8.5824
5.119	0.6728	0.3035	8.3357
5.2775	0.6319	0.2802	8.1005
5.4361	0.5903	0.2555	7.8755
5.5946	0.5483	0.2293	7.6595
5.7531	0.506	0.2016	7.4328
5.9116	0.4639	0.1724	7.3061
6.0701	0.4222	0.1416	7.3845
6.2272	0.3791	0.1073	7.7314
6.3763	0.2523	-0.0124	8.3722
6.45	      0.0052     -0.2545	4.8868
